"Year","Age_category","SA2.name","Gender","Population_Count","CO2_generated_ML_yr","CO2_generated_tonnes_yr"
2012,"Adult","Carlton","M",5630,1375.99452,2724.4691496
2011,"Adult","Port Melbourne","M",36,8.798544,17.42111712
2012,"Adult","Carlton","F",6044,1153.1516832,2283.240332736
2011,"Adult","Port Melbourne","F",16,3.0526848,6.044315904
2011,"Adult","Port Melbourne","F",5337,1018.2611736,2016.157123728
2011,"Adult","South Yarra","F",2169,413.8295832,819.382574736
2012,"Adult","Carlton","A",11674,2540.2437216,5029.682568768
2011,"Adult","Port Melbourne","A",52,11.3151168,22.403931264
2011,"Adult","Port Melbourne","A",10307,2242.7867088,4440.717683424
2011,"Adult","South Yarra","A",4252,925.2283968,1831.952225664
2012,"Adult","Docklands","M",2914,712.193256,1410.14264688
2011,"Adult","Melbourne (CBD)","M",2672,653.047488,1293.03402624
2011,"Adult","Melbourne (CBD)","M",3401,831.218004,1645.81164792
2011,"Adult","West Melbourne (Industrial)","M",0,0,0
2012,"Adult","Docklands","F",2576,491.4822528,973.134860544
2011,"Adult","Melbourne (CBD)","F",2657,506.9364696,1003.734209808
2011,"Adult","Melbourne (CBD)","F",3125,596.2275,1180.53045
2011,"Adult","West Melbourne (Industrial)","F",0,0,0
2012,"Adult","Docklands","A",5490,1194.615216,2365.33812768
2011,"Adult","Melbourne (CBD)","A",5329,1159.5818736,2295.972109728
2011,"Adult","Melbourne (CBD)","A",6526,1420.0471584,2811.693373632
2011,"Adult","West Melbourne (Industrial)","A",0,0,0
2012,"Adult","East Melbourne","M",1803,440.660412,872.50761576
2011,"Adult","Melbourne (CBD)","M",3366,822.663864,1628.87445072
2011,"Adult","Carlton","M",5551,1356.686604,2686.23947592
2012,"Adult","Melbourne (Remainder)","F",0,0,0
2012,"Adult","East Melbourne","F",1925,367.27614,727.2067572
2011,"Adult","Melbourne (CBD)","F",3139,598.8985992,1185.819226416
2011,"Adult","Carlton","F",5954,1135.9803312,2249.241055776
2012,"Adult","Melbourne (Remainder)","A",0,0,0
2012,"Adult","East Melbourne","A",3728,811.2068352,1606.189533696
2011,"Adult","Melbourne (CBD)","A",6505,1415.477592,2802.64563216
2011,"Adult","Carlton","A",11505,2503.469592,4956.86979216
2012,"Adult","Southbank","M",2304,563.106816,1114.95149568
2012,"Adult","Melbourne (Remainder)","M",31,7.576524,15.00151752
2011,"Adult","North Melbourne","M",4645,1135.25658,2247.8080284
2011,"Adult","Docklands","M",2664,651.092256,1289.16266688
2012,"Adult","Southbank","F",2025,386.35542,764.9837316
2012,"Adult","Melbourne (Remainder)","F",47,8.9672616,17.755177968
2011,"Adult","North Melbourne","F",4574,872.6862672,1727.918809056
2011,"Adult","Docklands","F",2337,445.8827736,882.847891728
2012,"Adult","Southbank","A",4329,941.9834736,1865.127277728
2012,"Adult","Melbourne (Remainder)","A",78,16.9726752,33.605896896
2011,"Adult","North Melbourne","A",9219,2006.0396496,3971.958506208
2011,"Adult","Docklands","A",5001,1088.2095984,2154.655004832
2012,"Adult","Southbank","M",3607,881.565228,1745.49915144
2012,"Adult","Kensington","M",3737,913.337748,1808.40874104
2011,"Adult","Melbourne (Remainder)","M",0,0,0
2011,"Adult","East Melbourne","M",1822,445.304088,881.70209424
2012,"Adult","Southbank","F",3404,649.4586912,1285.928208576
2012,"Adult","Kensington","F",3865,737.414172,1460.08006056
2011,"Adult","Melbourne (Remainder)","F",0,0,0
2011,"Adult","East Melbourne","F",1944,370.9012032,734.384382336
2012,"Adult","Southbank","A",7011,1525.5823824,3020.653117152
2012,"Adult","Kensington","A",7602,1654.1830368,3275.282412864
2011,"Adult","Melbourne (Remainder)","A",0,0,0
2011,"Adult","East Melbourne","A",3766,819.4755744,1622.561637312
2012,"Adult","West Melbourne (Residential)","M",1938,473.654952,937.83680496
2012,"Adult","Parkville","M",2123,518.869692,1027.36199016
2011,"Adult","Southbank","M",2083,509.093532,1008.00519336
2011,"Adult","Melbourne (Remainder)","M",28,6.843312,13.54975776
2012,"Adult","West Melbourne (Residential)","F",1401,267.3007128,529.255411344
2012,"Adult","Parkville","F",2204,420.5073312,832.604515776
2011,"Adult","Southbank","F",1799,343.2362472,679.607769456
2011,"Adult","Melbourne (Remainder)","F",46,8.7764688,17.377408224
2012,"Adult","West Melbourne (Residential)","A",3339,726.5610576,1438.590894048
2012,"Adult","Parkville","A",4327,941.5482768,1864.265588064
2011,"Adult","Southbank","A",3882,844.7169888,1672.539637824
2011,"Adult","Melbourne (Remainder)","A",74,16.1022816,31.882517568
2012,"Adult","Port Melbourne","M",5075,1240.3503,2455.893594
2012,"Adult","South Yarra","M",2042,499.072968,988.16447664
2011,"Adult","Southbank","M",3209,784.292436,1552.89902328
2011,"Adult","Kensington","M",3687,901.117548,1784.21274504
2012,"Adult","Port Melbourne","F",5503,1049.9327784,2078.866901232
2012,"Adult","South Yarra","F",2134,407.1518352,806.160633696
2011,"Adult","Southbank","F",2989,570.2796792,1129.153764816
2011,"Adult","Kensington","F",3823,729.4008744,1444.213731312
2012,"Adult","Port Melbourne","A",10578,2301.7558752,4557.476632896
2012,"Adult","South Yarra","A",4176,908.6909184,1799.208018432
2011,"Adult","Southbank","A",6198,1348.6748832,2670.376268736
2011,"Adult","Kensington","A",7510,1634.163984,3235.64468832
2012,"Adult","Port Melbourne","M",35,8.55414,16.9371972
2012,"Adult","West Melbourne (Industrial)","M",0,0,0
2011,"Adult","West Melbourne (Residential)","M",1792,437.971968,867.18449664
2011,"Adult","Parkville","M",2013,491.985252,974.13079896
2012,"Adult","Port Melbourne","F",19,3.6250632,7.177625136
2012,"Adult","West Melbourne (Industrial)","F",0,0,0
2011,"Adult","West Melbourne (Residential)","F",1258,240.0173424,475.234337952
2011,"Adult","Parkville","F",2147,409.6321416,811.071640368
2012,"Adult","Port Melbourne","A",54,11.7503136,23.265620928
2012,"Adult","West Melbourne (Industrial)","A",0,0,0
2011,"Adult","West Melbourne (Residential)","A",3050,663.67512,1314.0767376
2011,"Adult","Parkville","A",4160,905.209344,1792.31450112
2013,"Adult","Carlton","M",5920,1446.87168,2864.8059264
2012,"Adult","Melbourne (CBD)","M",3563,870.811452,1724.20667496
2011,"Adult","Port Melbourne","M",4970,1214.68788,2405.0820024
2011,"Adult","South Yarra","M",2083,509.093532,1008.00519336
2013,"Adult","Carlton","F",6413,1223.5542264,2422.637368272
2012,"Adult","Melbourne (CBD)","F",3298,629.2346544,1245.884615712
2014,"Adult","East Melbourne","A",3713,807.9428592,1599.726861216
2013,"Adult","Melbourne (CBD)","A",8993,1956.8624112,3874.587574176
2013,"Adult","Carlton","A",12333,2683.6410672,5313.609313056
2012,"Adult","Melbourne (CBD)","A",6861,1492.9426224,2956.026392352
2014,"Adult","Melbourne (Remainder)","M",37,9.042948,17.90503704
2013,"Adult","North Melbourne","M",5094,1244.993976,2465.08807248
2013,"Adult","Docklands","M",3396,829.995984,1643.39204832
2012,"Adult","Melbourne (CBD)","M",3183,777.937932,1540.31710536
2014,"Adult","Melbourne (Remainder)","F",47,8.9672616,17.755177968
2013,"Adult","North Melbourne","F",5200,992.12256,1964.4026688
2013,"Adult","Docklands","F",3044,580.7732832,1149.931100736
2012,"Adult","Melbourne (CBD)","F",3273,624.4648344,1236.440372112
2014,"Adult","Melbourne (Remainder)","A",84,18.2782656,36.190965888
2013,"Adult","North Melbourne","A",10294,2239.9579296,4435.116700608
2013,"Adult","Docklands","A",6440,1401.333696,2774.64071808
2012,"Adult","Melbourne (CBD)","A",6456,1404.8152704,2781.534235392
2014,"Adult","Kensington","M",3852,941.444208,1864.05953184
2013,"Adult","Melbourne (Remainder)","M",0,0,0
2013,"Adult","East Melbourne","M",1792,437.971968,867.18449664
2012,"Adult","Melbourne (CBD)","M",3857,942.666228,1866.47913144
2014,"Adult","Kensington","F",4022,767.3686416,1519.389910368
2013,"Adult","Melbourne (Remainder)","F",0,0,0
2013,"Adult","East Melbourne","F",1921,366.5129688,725.695678224
2012,"Adult","Melbourne (CBD)","F",3631,692.7686568,1371.681940464
2014,"Adult","Kensington","A",7874,1713.3698016,3392.472207168
2013,"Adult","Melbourne (Remainder)","A",0,0,0
2013,"Adult","East Melbourne","A",3713,807.9428592,1599.726861216
2012,"Adult","Melbourne (CBD)","A",7488,1629.3768192,3226.166102016
2014,"Adult","Parkville","M",2299,561.884796,1112.53189608
2013,"Adult","Southbank","M",2586,632.028744,1251.41691312
2013,"Adult","Melbourne (Remainder)","M",32,7.820928,15.48543744
2012,"Adult","North Melbourne","M",4859,1187.559036,2351.36689128
2014,"Adult","Parkville","F",2336,445.6919808,882.470121984
2013,"Adult","Southbank","F",2343,447.0275304,885.114510192
2013,"Adult","Melbourne (Remainder)","F",48,9.1580544,18.132947712
2012,"Adult","North Melbourne","F",4865,928.206972,1837.84980456
2014,"Adult","Parkville","A",4635,1008.568584,1996.96579632
2013,"Adult","Southbank","A",4929,1072.5425136,2123.634176928
2013,"Adult","Melbourne (Remainder)","A",80,17.407872,34.46758656
2012,"Adult","North Melbourne","A",9724,2115.9268416,4189.535146368
2014,"Adult","South Yarra","M",1973,482.209092,954.77400216
2013,"Adult","Southbank","M",4209,1028.696436,2036.81894328
2013,"Adult","Kensington","M",3797,928.001988,1837.44393624
2012,"Adult","Melbourne (Remainder)","M",0,0,0
2014,"Adult","South Yarra","F",2144,409.0597632,809.938331136
2013,"Adult","Southbank","F",4003,763.7435784,1512.212285232
2013,"Adult","Kensington","F",3939,751.5328392,1488.035021616
2014,"Adult","Port Melbourne","A",11039,2402.0687376,4756.096100448
2014,"Adult","South Yarra","A",4117,895.8526128,1773.788173344
2013,"Adult","Southbank","A",8212,1786.9180608,3538.097760384
2013,"Adult","Kensington","A",7736,1683.3412224,3333.015620352
2014,"Adult","Port Melbourne","M",42,10.264968,20.32463664
2014,"Adult","West Melbourne (Industrial)","M",0,0,0
2013,"Adult","West Melbourne (Residential)","M",2105,514.47042,1018.6514316
2013,"Adult","Parkville","M",2216,541.599264,1072.36654272
2014,"Adult","Port Melbourne","F",29,5.5329912,10.955322576
2014,"Adult","West Melbourne (Industrial)","F",0,0,0
2013,"Adult","West Melbourne (Residential)","F",1570,299.544696,593.09849808
2013,"Adult","Parkville","F",2286,436.1523408,863.581634784
2014,"Adult","Port Melbourne","A",71,15.4494864,30.589983072
2014,"Adult","West Melbourne (Industrial)","A",0,0,0
2013,"Adult","West Melbourne (Residential)","A",3675,799.67412,1583.3547576
2013,"Adult","Parkville","A",4502,979.6279968,1939.663433664
2015,"Adult","Carlton","M",6490,1586.18196,3140.6402808
2014,"Adult","Melbourne (CBD)","M",4340,1060.71336,2100.2124528
2013,"Adult","Port Melbourne","M",5196,1269.923184,2514.44790432
2013,"Adult","South Yarra","M",1998,488.319192,966.87200016
2015,"Adult","Carlton","F",7197,1373.1357816,2718.808847568
2014,"Adult","Melbourne (CBD)","F",4123,786.6387144,1557.544654512
2013,"Adult","Port Melbourne","F",5637,1075.4990136,2129.488046928
2013,"Adult","South Yarra","F",2141,408.4873848,808.805021904
2015,"Adult","Carlton","A",13687,2978.2693008,5896.973215584
2014,"Adult","Melbourne (CBD)","A",8463,1841.5352592,3646.239813216
2013,"Adult","Port Melbourne","A",10833,2357.2434672,4667.342065056
2013,"Adult","South Yarra","A",4139,900.6397776,1783.266759648
2015,"Adult","Docklands","M",4358,1065.112632,2108.92301136
2014,"Adult","Melbourne (CBD)","M",4371,1068.289884,2115.21397032
2013,"Adult","Port Melbourne","M",43,10.509372,20.80855656
2013,"Adult","West Melbourne (Industrial)","M",0,0,0
2015,"Adult","Docklands","F",3987,760.6908936,1506.167969328
2014,"Adult","Melbourne (CBD)","F",4686,894.0550608,1770.229020384
2013,"Adult","Port Melbourne","F",22,4.1974416,8.310934368
2013,"Adult","West Melbourne (Industrial)","F",0,0,0
2015,"Adult","Docklands","A",8345,1815.858648,3595.40012304
2014,"Adult","Melbourne (CBD)","A",9057,1970.7887088,3902.161643424
2013,"Adult","Port Melbourne","A",65,14.143896,28.00491408
2013,"Adult","West Melbourne (Industrial)","A",0,0,0
2015,"Adult","East Melbourne","M",1771,432.839484,857.02217832
2014,"Adult","Melbourne (CBD)","M",5186,1267.479144,2509.60870512
2014,"Adult","Carlton","M",6213,1518.482052,3006.59446296
2013,"Adult","Melbourne (CBD)","M",4034,985.925736,1952.13295728
2015,"Adult","East Melbourne","F",1925,367.27614,727.2067572
2014,"Adult","Melbourne (CBD)","F",5055,964.457604,1909.62605592
2014,"Adult","Carlton","F",6800,1297.39104,2568.8342592
2013,"Adult","Melbourne (CBD)","F",3809,726.7297752,1438.924954896
2015,"Adult","East Melbourne","A",3696,804.2436864,1592.402499072
2014,"Adult","Melbourne (CBD)","A",10241,2228.4252144,4412.281924512
2014,"Adult","Carlton","A",13013,2831.6079792,5606.583798816
2013,"Adult","Melbourne (CBD)","A",7843,1706.6242512,3379.116017376
2015,"Adult","Melbourne (Remainder)","M",38,9.287352,18.38895696
2014,"Adult","North Melbourne","M",5268,1287.520272,2549.29013856
2014,"Adult","Docklands","M",3859,943.155036,1867.44697128
2013,"Adult","Melbourne (CBD)","M",3792,926.779968,1835.02433664
2015,"Adult","Melbourne (Remainder)","F",46,8.7764688,17.377408224
2014,"Adult","North Melbourne","F",5447,1039.2483816,2057.711795568
2014,"Adult","Docklands","F",3493,666.4392504,1319.549715792
2013,"Adult","Melbourne (CBD)","F",3982,759.7369296,1504.279120608
2015,"Adult","Melbourne (Remainder)","A",84,18.2782656,36.190965888
2014,"Adult","North Melbourne","A",10715,2331.566856,4616.50237488
2014,"Adult","Docklands","A",7352,1599.7834368,3167.571204864
2013,"Adult","Melbourne (CBD)","A",7774,1691.6099616,3349.387723968
2015,"Adult","Kensington","M",3906,954.642024,1890.19120752
2014,"Adult","Melbourne (Remainder)","M",0,0,0
2014,"Adult","East Melbourne","M",1782,435.527928,862.34529744
2013,"Adult","Melbourne (CBD)","M",4585,1120.59234,2218.7728332
2015,"Adult","Kensington","F",4095,781.296516,1546.96710168
2014,"Adult","Melbourne (Remainder)","F",0,0,0
2014,"Adult","East Melbourne","F",1931,368.4208968,729.473375664
2013,"Adult","Melbourne (CBD)","F",4408,841.0146624,1665.209031552
2015,"Adult","Kensington","A",8001,1741.0047984,3447.189500832
2014,"Adult","Melbourne (Remainder)","A",0,0,0
2016,"Adult","West Melbourne (Industrial)","M",2,0.488808,0.96783984
2015,"Adult","West Melbourne (Residential)","M",2439,596.101356,1180.28068488
2015,"Adult","Parkville","M",2386,583.147944,1154.63292912
2014,"Adult","Southbank","M",2705,661.11282,1309.0033836
2016,"Adult","West Melbourne (Industrial)","F",1,0.1907928,0.377769744
2015,"Adult","West Melbourne (Residential)","F",1875,357.7365,708.31827
2015,"Adult","Parkville","F",2392,456.3763776,903.625227648
2014,"Adult","Southbank","F",2497,476.4096216,943.291050768
2016,"Adult","West Melbourne (Industrial)","A",3,0.6527952,1.292534496
2015,"Adult","West Melbourne (Residential)","A",4314,938.7194976,1858.664605248
2015,"Adult","Parkville","A",4778,1039.6851552,2058.576607296
2014,"Adult","Southbank","A",5202,1131.9468768,2241.254816064
2016,"Adult","Melbourne (CBD)","M",4779,1168.006716,2312.65329768
2015,"Adult","Port Melbourne","M",5322,1300.718088,2575.42181424
2015,"Adult","South Yarra","M",1939,473.899356,938.32072488
2014,"Adult","Southbank","M",4648,1135.989792,2249.25978816
2016,"Adult","Melbourne (CBD)","F",4612,879.9363936,1742.274059328
2015,"Adult","Port Melbourne","F",5858,1117.6642224,2212.975160352
2015,"Adult","South Yarra","F",2138,407.9150064,807.671712672
2014,"Adult","Southbank","F",4423,843.8765544,1670.875577712
2016,"Adult","Melbourne (CBD)","A",9391,2043.4665744,4046.063817312
2015,"Adult","Port Melbourne","A",11180,2432.750112,4816.84522176
2015,"Adult","South Yarra","A",4077,887.1486768,1756.554380064
2014,"Adult","Southbank","A",9071,1973.8350864,3908.193471072
2016,"Adult","Melbourne (CBD)","M",5435,1328.33574,2630.1047652
2015,"Adult","Port Melbourne","M",46,11.242584,22.26031632
2015,"Adult","West Melbourne (Industrial)","M",0,0,0
2014,"Adult","West Melbourne (Residential)","M",2271,555.041484,1098.98213832
2016,"Adult","Melbourne (CBD)","F",5959,1136.9342952,2251.129904496
2015,"Adult","Port Melbourne","F",36,6.8685408,13.599710784
2015,"Adult","West Melbourne (Industrial)","F",0,0,0
2014,"Adult","West Melbourne (Residential)","F",1726,329.3083728,652.030578144
2016,"Adult","Melbourne (CBD)","A",11394,2479.3161696,4909.046015808
2015,"Adult","Port Melbourne","A",82,17.8430688,35.329276224
2015,"Adult","West Melbourne (Industrial)","A",0,0,0
2014,"Adult","West Melbourne (Residential)","A",3997,869.7408048,1722.086793504
2016,"Adult","Melbourne (CBD)","M",6217,1519.459668,3008.53014264
2016,"Adult","Carlton","M",6833,1670.012532,3306.62481336
2015,"Adult","Melbourne (CBD)","M",4538,1109.105352,2196.02859696
2014,"Adult","Port Melbourne","M",5273,1288.742292,2551.70973816
2016,"Adult","Melbourne (CBD)","F",6106,1164.9808368,2306.662056864
2016,"Adult","Carlton","F",7685,1466.242668,2903.16048264
2015,"Adult","Melbourne (CBD)","F",4346,829.1855088,1641.787307424
2014,"Adult","Port Melbourne","F",5766,1100.1112848,2178.220343904
2016,"Adult","Melbourne (CBD)","A",12323,2681.4650832,5309.300864736
2016,"Adult","Carlton","A",14518,3159.0935712,6255.005270976
2015,"Adult","Melbourne (CBD)","A",8884,1933.1441856,3827.625487488
2017,"Adult","Melbourne (Remainder)","M",33,8.065332,15.96935736
2016,"Adult","North Melbourne","M",5780,1412.65512,2797.0571376
2016,"Adult","Docklands","M",4900,1197.5796,2371.207608
2015,"Adult","Melbourne (CBD)","M",4940,1207.35576,2390.5644048
2017,"Adult","Melbourne (Remainder)","F",41,7.8225048,15.488559504
2016,"Adult","North Melbourne","F",6129,1169.3690712,2315.350760976
2016,"Adult","Docklands","F",4533,864.8637624,1712.430249552
2015,"Adult","Melbourne (CBD)","F",5356,1021.8862368,2023.334748864
2017,"Adult","Melbourne (Remainder)","A",74,16.1022816,31.882517568
2016,"Adult","North Melbourne","A",11909,2591.3793456,5130.931104288
2016,"Adult","Docklands","A",9433,2052.6057072,4064.159300256
2015,"Adult","Melbourne (CBD)","A",10296,2240.3931264,4435.978390272
2017,"Adult","Kensington","M",3925,959.2857,1899.385686
2016,"Adult","Melbourne (Remainder)","M",0,0,0
2016,"Adult","East Melbourne","M",1785,436.26114,863.7970572
2015,"Adult","Melbourne (CBD)","M",5726,1399.457304,2770.92546192
2017,"Adult","Kensington","F",4107,783.5860296,1551.500338608
2016,"Adult","Melbourne (Remainder)","F",0,0,0
2016,"Adult","East Melbourne","F",1923,366.8945544,726.451217712
2015,"Adult","Melbourne (CBD)","F",5633,1074.7358424,2127.976967952
2017,"Adult","Kensington","A",8032,1747.7503488,3460.545690624
2016,"Adult","Melbourne (Remainder)","A",0,0,0
2016,"Adult","East Melbourne","A",3708,806.8548672,1597.572637056
2015,"Adult","Melbourne (CBD)","A",11359,2471.7002256,4893.966446688
2017,"Adult","Parkville","M",2523,616.631292,1220.92995816
2016,"Adult","Southbank","M",2988,730.279152,1445.95272096
2016,"Adult","Melbourne (Remainder)","M",35,8.55414,16.9371972
2015,"Adult","North Melbourne","M",5497,1343.488788,2660.10780024
2017,"Adult","Parkville","F",2584,493.0085952,976.157018496
2016,"Adult","Southbank","F",2805,535.173804,1059.64413192
2016,"Adult","Melbourne (Remainder)","F",44,8.3948832,16.621868736
2015,"Adult","North Melbourne","F",5766,1100.1112848,2178.220343904
2017,"Adult","Parkville","A",5107,1111.2750288,2200.324557024
2016,"Adult","Southbank","A",5793,1260.5475312,2495.884111776
2016,"Adult","Melbourne (Remainder)","A",79,17.1902736,34.036741728
2015,"Adult","North Melbourne","A",11263,2450.8107792,4852.605342816
2017,"Adult","South Yarra","M",1990,486.36396,963.0006408
2016,"Adult","Southbank","M",5553,1357.175412,2687.20731576
2016,"Adult","Kensington","M",3950,965.3958,1911.483684
2015,"Adult","Melbourne (Remainder)","M",0,0,0
2017,"Adult","South Yarra","F",2269,432.9088632,857.159549136
2016,"Adult","Southbank","F",5312,1013.4913536,2006.712880128
2016,"Adult","Kensington","F",4162,794.0796336,1572.277674528
2015,"Adult","Melbourne (Remainder)","F",0,0,0
2017,"Adult","South Yarra","A",4259,926.7515856,1834.968139488
2016,"Adult","Southbank","A",10865,2364.206616,4681.12909968
2016,"Adult","Kensington","A",8112,1765.1582208,3495.013277184
2015,"Adult","Melbourne (Remainder)","A",0,0,0
2017,"Adult","West Melbourne (Industrial)","M",2,0.488808,0.96783984
2016,"Adult","West Melbourne (Residential)","M",2601,635.694804,1258.67571192
2016,"Adult","Parkville","M",2443,597.078972,1182.21636456
2015,"Adult","Southbank","M",2844,695.084976,1376.26825248
2017,"Adult","West Melbourne (Industrial)","F",1,0.1907928,0.377769744
2016,"Adult","West Melbourne (Residential)","F",2046,390.3620688,772.916896224
2016,"Adult","Parkville","F",2462,469.7318736,930.069109728
2015,"Adult","Southbank","F",2625,500.8311,991.645578
2017,"Adult","West Melbourne (Industrial)","A",3,0.6527952,1.292534496
2016,"Adult","West Melbourne (Residential)","A",4647,1011.1797648,2002.135934304
2016,"Adult","Parkville","A",4905,1067.320152,2113.29390096
2015,"Adult","Southbank","A",5469,1190.0456496,2356.290386208
2017,"Adult","Melbourne (CBD)","M",4900,1197.5796,2371.207608
2016,"Adult","Port Melbourne","M",5338,1304.628552,2583.16453296
2016,"Adult","South Yarra","M",1900,464.3676,919.447848
2015,"Adult","Southbank","M",5012,1224.952848,2425.40663904
2017,"Adult","Melbourne (CBD)","F",4716,899.7788448,1781.562112704
2016,"Adult","Port Melbourne","F",5864,1118.8089792,2215.241778816
2016,"Adult","South Yarra","F",2162,412.4940336,816.738186528
2015,"Adult","Southbank","F",4802,916.1870256,1814.050310688
2017,"Adult","Melbourne (CBD)","A",9616,2092.4262144,4143.003904512
2016,"Adult","Port Melbourne","A",11202,2437.5372768,4826.323808064
2016,"Adult","South Yarra","A",4062,883.8847008,1750.091707584
2015,"Adult","Southbank","A",9814,2135.5106976,4228.311181248
2017,"Adult","Melbourne (CBD)","M",6259,1529.724636,3028.85477928
2016,"Adult","Port Melbourne","M",53,12.953412,25.64775576
2018,"Adult","North Melbourne","F",6455,1231.567524,2438.50369752
2018,"Adult","Docklands","F",5923,1130.0657544,2237.530193712
2017,"Adult","Melbourne (CBD)","F",6661,1270.8708408,2516.324264784
2016,"Adult","Port Melbourne","F",36,6.8685408,13.599710784
2018,"Adult","North Melbourne","A",12668,2756.5365312,5457.942331776
2018,"Adult","Docklands","A",12422,2703.0073248,5351.954503104
2017,"Adult","Melbourne (CBD)","A",12920,2811.371328,5566.51522944
2016,"Adult","Port Melbourne","A",89,19.3662576,38.345190048
2018,"Adult","Melbourne (Remainder)","M",0,0,0
2018,"Adult","East Melbourne","M",1724,421.352496,834.27794208
2017,"Adult","Melbourne (CBD)","M",7391,1806.389964,3576.65212872
2017,"Adult","Carlton","M",7144,1746.022176,3457.12390848
2018,"Adult","Melbourne (Remainder)","F",0,0,0
2018,"Adult","East Melbourne","F",1850,352.96668,698.8740264
2017,"Adult","Melbourne (CBD)","F",7219,1377.3332232,2727.119781936
2017,"Adult","Carlton","F",7884,1504.2104352,2978.336661696
2018,"Adult","Melbourne (Remainder)","A",0,0,0
2018,"Adult","East Melbourne","A",3574,777.6966816,1539.839429568
2017,"Adult","Melbourne (CBD)","A",14610,3179.112624,6294.64299552
2017,"Adult","Carlton","A",15028,3270.0687552,6474.736135296
2018,"Adult","Southbank","M",3120,762.54048,1509.8301504
2018,"Adult","Melbourne (Remainder)","M",35,8.55414,16.9371972
2017,"Adult","North Melbourne","M",6019,1471.067676,2912.71399848
2017,"Adult","Docklands","M",5809,1419.742836,2811.09081528
2018,"Adult","Southbank","F",2871,547.7661288,1084.576935024
2018,"Adult","Melbourne (Remainder)","F",39,7.4409192,14.733020016
2017,"Adult","North Melbourne","F",6298,1201.6130544,2379.193847712
2017,"Adult","Docklands","F",5342,1019.2151376,2018.045972448
2018,"Adult","Southbank","A",5991,1303.6320144,2581.191388512
2018,"Adult","Melbourne (Remainder)","A",74,16.1022816,31.882517568
2017,"Adult","North Melbourne","A",12317,2680.1594928,5306.715795744
2017,"Adult","Docklands","A",11151,2426.4397584,4804.350721632
2018,"Adult","Southbank","M",6755,1650.94902,3268.8790596
2018,"Adult","Kensington","M",3890,950.73156,1882.4484888
2017,"Adult","Melbourne (Remainder)","M",0,0,0
2017,"Adult","East Melbourne","M",1764,431.128656,853.63473888
2018,"Adult","Southbank","F",6366,1214.5869648,2404.882190304
2018,"Adult","Kensington","F",4064,775.3819392,1535.256239616
2017,"Adult","Melbourne (Remainder)","F",0,0,0
2017,"Adult","East Melbourne","F",1896,361.7431488,716.251434624
2018,"Adult","Southbank","A",13121,2855.1086064,5653.115040672
2018,"Adult","Kensington","A",7954,1730.7776736,3426.939793728
2017,"Adult","Melbourne (Remainder)","A",0,0,0
2017,"Adult","East Melbourne","A",3660,796.410144,1576.89208512
2018,"Adult","West Melbourne (Residential)","M",2947,720.258588,1426.11200424
2018,"Adult","Parkville","M",2538,620.297352,1228.18875696
2017,"Adult","Southbank","M",3069,750.075876,1485.15023448
2019,"Adult","West Melbourne (Industrial)","F",0,0,0
2018,"Adult","West Melbourne (Residential)","F",2516,480.0346848,950.468675904
2018,"Adult","Parkville","F",2612,498.3507936,986.734571328
2017,"Adult","Southbank","F",2838,541.4699664,1072.110533472
2019,"Adult","West Melbourne (Industrial)","A",0,0,0
2018,"Adult","West Melbourne (Residential)","A",5463,1188.7400592,2353.705317216
2018,"Adult","Parkville","A",5150,1120.63176,2218.8508848
2017,"Adult","Southbank","A",5907,1285.3537488,2545.000422624
2019,"Adult","Melbourne (CBD)","M",5252,1283.609808,2541.54741984
2018,"Adult","Port Melbourne","M",5082,1242.061128,2459.28103344
2018,"Adult","South Yarra","M",2024,494.673696,979.45391808
2017,"Adult","Southbank","M",6055,1479.86622,2930.1351156
2019,"Adult","Melbourne (CBD)","F",5034,960.4509552,1901.692891296
2018,"Adult","Port Melbourne","F",5581,1064.8146168,2108.332941264
2018,"Adult","South Yarra","F",2300,438.82344,868.8704112
2017,"Adult","Southbank","F",5754,1097.8217712,2173.687106976
2019,"Adult","Melbourne (CBD)","A",10286,2238.2171424,4431.669941952
2018,"Adult","Port Melbourne","A",10663,2320.2517392,4594.098443616
2018,"Adult","South Yarra","A",4324,940.8954816,1862.973053568
2017,"Adult","Southbank","A",11809,2569.6195056,5087.846621088
2019,"Adult","Melbourne (CBD)","M",7715,1885.57686,3733.4421828
2018,"Adult","Port Melbourne","M",357,87.252228,172.75941144
2018,"Adult","West Melbourne (Industrial)","M",2,0.488808,0.96783984
2017,"Adult","West Melbourne (Residential)","M",2763,675.288252,1337.07073896
2019,"Adult","Melbourne (CBD)","F",7962,1519.0922736,3007.802701728
2018,"Adult","Port Melbourne","F",313,59.7181464,118.241929872
2018,"Adult","West Melbourne (Industrial)","F",0,0,0
2017,"Adult","West Melbourne (Residential)","F",2266,432.3364848,856.026239904
2019,"Adult","Melbourne (CBD)","A",15677,3411.2901168,6754.354431264
2018,"Adult","Port Melbourne","A",670,145.790928,288.66603744
2018,"Adult","West Melbourne (Industrial)","A",2,0.4351968,0.861689664
2017,"Adult","West Melbourne (Residential)","A",5029,1094.3023536,2166.718660128
2019,"Adult","Melbourne (CBD)","M",8394,2051.527176,4062.02380848
2019,"Adult","Carlton","M",7661,1872.379044,3707.31050712
2018,"Adult","Melbourne (CBD)","M",5128,1253.303712,2481.54134976
2017,"Adult","Port Melbourne","M",5225,1277.0109,2528.481582
